词语	强度
逾墙钻穴	-7
愚夫蠢妇	-5
语言无味	-5
玉石不分	-5
玉质金相	9
遇事生端	-7
鬻宠擅权	-5
渊渟岳峙	7
元奸巨恶	-9
各为其主	-5
竭泽而渔	-7
糊涂	-3
乳臭末干	-5
蔽聪塞明	-5
有限如盲	-5
驽马铅刀	-5
庸医杀人	-3
寡闻少见	-5
浅见	-3
坎井之蛙	-5
了不长进	-5
心闲手敏	5
东张西望	-1
大声疾呼	-3
指桑骂槐 	-5
急起直迫	5
健步如飞	7
因利乘便	3
有以善处	5
删繁就简	5
不折不扣	5
一步一个脚印	5
徒宅忘妻	-7
以指挠沸	-5
锋芒不露	-5
严肃	3
闭目塞听	-5
以耳代目	-5
一棍子打死	-7
扣槃扪烛	-5
奉行故事	-3
以古非今	-5
远求骐骥	5
知白守黑	-3
作壁上观	-5
落落穆穆	-5
萧曹避席	9
芳兰竞体	5
听任	-5
大题小做	-3
不相闻问杜门谢客	-5
捩手覆羹	-9
林籁泉韵	9
伶仃孤苦	-9
零丁孤苦	-9
另眼相待	3
流水落花	5
流星掣电	7
流溺忘反	7
流离颠疐	-9
柳眉剔竖	-7
柳腰花态	7
柳亸花娇	7
六畜不安	7
龙血玄黄	-7
龙言凤语	7
龙首豕足	-7
龙马精神	5
龙章麟角	7
龙跧虎卧	3
龙盘凤翥	5
龙举云兴	7
龙蟠虎绕	3
龙腾虎啸	7
龙骧虎啸	7
镂冰雕朽	-7
镂脂翦楮	-7
鲁戈挥日	9
鲁阳挥戈	9
鹿皮苍璧	-1
路见不平	7
戮力壹心	7
露胆披诚	7
鸾孤凤只	-5
鸾停鹄峙	5
鸾鹄停峙	5
乱坠天花	-3
论短道长	-3
骆驿不绝	3
闾阎安堵	5
履舄交错	-1
麻痹大意	-5
马去马归	-3
马革盛尸	7
骂天咒地	-5
买爵贩官	-7
卖主求荣	-7
卖官卖爵	-7
埋头苦幹	7
谩藏诲盗	-5
满脸春风	7
漫天过海	-5
盲人说象	-5
毛发悚然	-9
貌是心非	-1
没没无闻	-1
没眉没眼	-1
每饭不忘	7
门堪罗雀	-7
黾穴鸲巢	-7
迷而不反	-9
迷魂淫魄	-3
靡衣偷食	-7
靡然顺风	-3
柔情密意	5
柔肤弱体	5
如花似月	5
如指诸掌	5
如汤浇雪	5
如意算盘	-5
如蹈水火	-5
乳臭未除	-5
入主出奴	-5
入理切情	5
枘圆凿方	-5
撒痴撒娇	5
三人成虎	-5
三吐三握	5
三长四短	-5
三从四德	-5
三头八臂	5
三沐三薰	5
桑弧蓬矢	5
丧魂失魄	-5
山止川行	5
山穷水断	-5
扇风点火	-5
伤化败俗	-5
赏功罚罪	5
赏贤罚暴	5
韶颜稚齿	5
舍近即远	-5
射利沽名	-5
身心交瘁	-5
身退功成	5
身当矢石	5
深仇宿怨	-5
深奸巨猾	-5
深惟重虑	5
神工意匠	5
神而明之	5
神来气旺	5
神飞色舞	5
神清气爽	5
神魂飞越	5
神会心融	5
神融气泰	5
神郁气悴	-5
尸禄素餐	-5
失张失志	-5
失精落彩	-5
古董	-5
故纸堆	-1
官话	-2
褪套儿	-5
托马斯主义	-5
玩儿完	-5
亡国	-5
忘形	-5
微词	-5
局高蹐厚	-7
踽踽凉凉	7
钜人长德	9
捐身徇义	9
卷席而葬	-7
决疣溃痈	-9
觉人觉世	-1
君子一言，快马一鞭	7
峻宇彫墙	3
开来继往	3
开路先锋	3
侃侃訚訚	7
可泣可歌	9
刻骨崩心	-9
孔武有力	7
口耳相传	-5
口直心快	7
叩心泣血	-9
枯木死灰	9
枯骨生肉	7
刳心雕肾	9
夸父追日	9
快心满意	9
宽怀大度	9
狂三诈四	-7
岿然不动	5
廓达大度	7
来者不善，善者不来	-7
揽辔澄清	5
狼子兽心	-7
狼突豕窜	-7
狼餐虎噬	-7
狼顾麕惊	-9
劳身焦思	-3
乐而不荒	5
乐昌分镜	-7
乐极悲生	-5
乐道遗荣	5
雷令风行	5
磊落豪横	5
冷窗冻壁	-3
离世遁上	7
离乡别土	-9
离鸾别鹤	-5
鲤鱼跳龙门	7
历精更始	5
沥胆抽肠	7
俐齿伶牙	7
连更星夜	3
连枝带叶	7
连宵达旦	-5
连篇累帧	-3
怜我怜卿	7
敛手屏足	-5
脸红筋暴	-7
量枘制凿	5
两肩荷口	-7
两头三绪	-5
辽东豕	-5
守口如瓶	7
富贵浮云	5
一介不取	7
以义割恩	7
行不由径	7
落落难合	-5
幼学壮行	7
倾耳而听	7
手足重茧	-5
前仆后继	7
以一当十	7
猪突豨勇	-5
死不足惜	-7
布衣蔬食	7
既来之，则安之	7
仁言利博	7
软玉温香	7
人弃我取	-5
齐心协力	5
抑强扶弱	7
天下一家	5
锦心绣肠	7
莫测高深	5
升堂入室	7
直谅多闻	7
博洽多闻	7
深思远虑	7
曾经沧海	-7
不以为耻	-7
威信扫地	-5
长袖善舞	-7
同恶相求	-7
簧舌	-5
浑蛋	-5
见危致命	5
见风是雨	-5
见溺不救	5
见弹求鹗	-5
建瓴高屋	7
渐入佳境	5
江山易改，秉性难移	-5
江湖骗子	-5
讲文张字	5
降颜屈体	5
娇鸾雏凤	5
骄奢淫泆	-5
焦眉愁眼	-5
角巾私第	-5
较若画一	5
衔华佩实	7
洁身自守	5
桀傲不驯	-5
截发剉稾	5
解衣般礴	5
借交报仇	-5
今日有酒今日醉	5
金丹换骨	9
金石交情	5
金相玉映	5
金瓶落井	-5
金台市骏	5
金浆玉醴	5
金镳玉络	5
锦心绣腹	5
锦绣肝肠	5
进可替不	5
进退失措	-5
进退狐疑	-5
进退无途	-5
进退维艰	-5
进善黜恶	3
进贤任能	5
进贤兴功	5
祲威盛容	5
惊才绝艳	5
惊心丧魄	-5
惊采绝艳	5
惊慌无措	-5
井井有绪	5
景星凤皇	5
胫大於股	-5
敬谢不敏	5
镜圆璧合	5
鸠夺鹊巢	-5
九衢三市	5
酒食徵逐	-5
救灾恤患	5
救黥医劓	5
居利思义	-5
志得气盈	5
质伛影曲	-5
掷地赋声	5
智小谋大	-7
中流击楫	5
螽斯衍庆	5
重气狥名	5
重财轻义	-7
周穷卹匮	5
昼日三接	5
骤不及防	-5
朱楼绮户	7
诛求无度	-7
珠连璧合	5
珠歌翠舞	5
铢积锱累	5
逐字逐句	5
逐鹿中原	5
劚山觅玉	7
拄笏看山	7
助桀为恶	-7
柱天踏地	7
祝鲠祝饐	7
抓乖卖俏	-7
转败为成	5
壮气凌云	7
追风逐影	7
追远慎终	7
坠溷飘茵	-5
拙嘴笨腮	-5
捉衿见肘	-7
灼见真知	5
酌水知源	5
孜孜无怠	5
锱铢较量	-7
邹衍谈天	7
足足有余	5
足踏实地	5
祖龙之虐	-7
钻穴逾隙	-5
钻隙逾墙	-5
醉死梦生	-7
樽前月下	5
左建外易	-5
左图右书	7
作舍道边	-5
坐上琴心	5
坐失机宜	-5
坐运筹策	7
坐筹帷幄	7
做鬼做神	-5
谙练	5
乱坟岗	-4
麻痹	-4
为虎傅翼	7
孤恩负德	-7
如蚁附膻	-9
撒娇撤痴	-5
贼喊捉贼	-5
横眉竖眼	-5
为富不仁	-7
离经叛道	-5
退有后言	-5
虚词诡说	-9
言行相诡	-9
矜功自伐	-9
煞有介事	-9
耀武扬威	-9
贪多务得	-7
欲望难填	-9
卖李钻核	-9
有利可图	-5
数米量柴	-9
游闲公子	-9
无精汀采	-5
无影无踪	-5
偏信则暗	-5
结驷连骑	-9
食不厌精，脍不厌细	-9
同气相求	-9
驷马不追	7
俟河之清	-9
松筠之节	9
送抱推襟	9
搜岩采幹	7
夙兴夜处	9
隋珠荆璧	9
随行就市	5
随波逐尘	-7
随时随地	9
随机应变	9
岁寒松柏	9
碎尸万段	-9
损之又损	-9
踏破铁鞋	9
泰山磐石	7
贪生畏死	-9
贪财好色	-7
谈天论地	7
谈笑封侯	9
檀郎谢女	7
探头探脑	-3
堂哉皇哉	7
滔滔不断	7
饕风虐雪	-3
桃李不言，下自成行	7
桃来李答	5
讨是寻非	-7
梯山栈谷	7
体大思精	7
逷听远闻	9
天下乌鸦一般黑	-9
天打雷劈	-9
天年不测	-7
天高皇帝远	-7
天假其年	9
天经地纬	9
添枝接叶	-7
恬不知羞	-7
挑三豁四	-7
条入叶贯	9
铁砚磨穿	9
铁树开华	9
挺胸凸肚	-7
通今达古	9
通幽洞微	7
通时达变	7
通变达权	7
同心一意	7
同心协济	7
同休等戚	7
同敝相济	-7
同忧相救	7
同声相应	9
铜脣铁舌	9
偷合苟从	-7
头上安头	-7
头痒搔跟	-7
投畀豺虎	-9
东箭南金	7
斗而铸锥	-5
豆萁相煎	-5
毒泷恶雾	-7
独是独非	-5
断蛟刺虎	7
对症发药	5
顿挫抑扬	5
多谋善虑	7
阿意取容	-3
恶声恶气	-5
儿女心肠	5
发短心长	5
凡偶近器	-5
返邪归正	5
方桃譬李	5
放刁把滥	-5
飞灾横祸	-5
非驴非马	-5
分斤拨两	-5
分贫振穷	5
焚林而畋	-5
焚琴煮鹤	-7
忿不顾身	7
丰功硕德	7
风不鸣条	5
风行水上	5
风雨如磐	-5
风平波息	5
贺表	3
狠命	-5
红颜	5
候光	3
花花世界	3
低能儿	-7
嫡系	5
抵罪	-5
地主阶级	-5
掉舌	-3
夸口	-3
岿然	9
郎当	-5
亏空	-7
困处	-7
抛脸	-6
炮舰政策	-5
陪伴	7
培育	7
朋友	9
貔貅	6
偏食	-5
骈枝	-5
飘悠	7
种花	5
重托	9
轴心国	7
竹林七贤	7
逐客令	-7
助兴	7
抓茬儿	-7
妆饰	7
追悼	9
追叙	7
惴惴	-7
拙荆	7
着忙	7
抢地呼天	-9
强弩之极	-7
强文浉醋	-7
敲冰求火	-6
敲锣放砲	8
巧发奇中	5
嵚崎历落	8
沁人心腑	6
青钱学士	7
轻死重气	5
轻财好士	5
轻怜痛惜	5
清风峻节	7
情深一往	5
曲意迎合	-5
曲高和寡	7
全能全智	8
确固不拔	5
鹊巢鸠居	-6
惹事生非	-4
人心不古	-8
人莫予毒	-5
人间重晚晴	5
刃迎缕解	5
日角珠庭	5
日落西山	-3
日丽风清	5
抢白	-5
跷蹊	-3
巧劲儿	5
切磋	5
窃窃	-5
亲炙	5
钦迟	7
清明	5
情人	7
请命	7
取胜	7
舞文饰智	-5
析肝刿胆	9
惜指失掌	-5
嘻笑怒骂	-7
洗心涤虑	5
喜见於色	7
夏虫语冰	-5
先意承颜	-7
鲜车健马	5
闲神野鬼	-3
弦无虚发	5
衒玉自售	-3
显祖扬名	5
乡壁虚造	-5
橡茹藿歠	-5
小丑跳梁	-7
效死输忠	7
心如刀剉	-5
心花怒发	9
心神不宁	-5
心乡往之	9
心慌意急	-7
心殒胆落	-9
心凝形释	7
心惊胆寒	-9
信及豚鱼	7
兴高彩烈	9
耍子	-5
良机	5
两面派	5
列强	-7
流芳	5
丑婆子	-7
蹙蹙靡骋	-5
摧锋陷阵	7
寸土尺金	7
寸辖制轮	7
达官要人	7
打破砂锅问到底	7
打鸡骂狗	-5
大直若诎	7
大展宏图	5
大煞风景	-7
呆似木鸡	-5
带减腰围	5
戴高帽兒	-5
戴鸡佩豚	5
殚精极虑	5
胆小如豆	-5
胆寒发竖	-9
淡水交情	5
党同伐异	-5
倒持戈矛	-5
蹈赴汤火	5
道同契合	5
道高魔重	5
道听耳食	-5
得步进步	-5
德隆望尊	7
低头哈腰	-5
砥厉廉隅	5
刁钻促狭	5
雕章缛彩	5
雕虫末伎	-5
钓名要誉	-5
调嘴调舌	-5
跌荡不拘	5
顶踵捐糜	5
丢魂丢魄	-7
东抄西袭	-5
东家效颦	-5
东诓西骗	-5
逃奔	-5
逃亡	-5
讨教	3
提倡	3
天国	5
天晓得	-7
田园	7
条理	7
跼天蹐地	-5
拒人千里	-7
距人千里	-3
捐残去杀	-5
撧耳揉腮	-9
决断如流	7
撅坑撅堑	-9
君子之接如水	7
开口见心	5
开门延盗	-5
开锣喝道	-3
慷慨悲歌	-7
克伐怨欲	-3
刻雾裁风	5
控名责实	3
口如悬河	-3
口沸目赤	1
扣壶长吟	-7
枯本竭源	-5
枯鱼病鹤	-7
刳胎杀夭	-7
胯下蒲伏	-7
宽仁大度	9
款学寡闻	-5
狂朋恠友	-9
溃兵游勇	-7
拉大旗作虎皮	-5
来者居上	7
烂漫天真	7
狼羊同饲	-5
狼狈周章	-7
狼嚎鬼叫	-9
浪迹萍踪	-5
劳筋苦骨	-5
乐而不厌	7
乐往哀来	-7
乐嗟苦咄	-7
乐业安居	7
雷惊电绕	5
磊落轶荡	7
离本依末	-3
离乡背土	-9
犁庭扫穴	5
力排众议	1
利灾乐祸	-7
沥胆堕肝	7
轹釜待炊	-9
连更晓夜	3
连明达夜	-5
连理分枝	-7
连篇絫牍	-3
怜贫恤老	7
敛声屏息	7
脸无人色	-7
量凿正枘	5
两面二舌	-3
量力而行	3
寥寥无几	5
爱惜羽毛	5
临深履薄	-5
饮马投钱	7
毫不利已，专门利人	9
舍己从人	7
大事不糊涂	5
超然物外	9
正义凛然	7
只争朝夕	7
引锥刺股	9
默默无言	9
杀敌致果	7
万夫不当	7
至大至刚	7
粗衣淡饭	7
食不重昧	5
绳趋尺步	5
万家生佛	7
温润而泽	7
通力合作	7
治病救人	5
同呼吸，共命运	9
心照神交	7
才貌双全	7
风华绝代	9
巧同造化	9
新硎初试	7
着手成春	9
三个臭皮匠，合成一个葛亮	7
过目成诵	7
便宜行事	-3
眉头一皱，计上心来	5
驾轻就熟	7
老成见到	9
惹草拈花	-5
貂裘换酒	-5
一唱一和	-3
强压	-5
翘辫子	-9
青眼	5
倾动	7
情调	5
情侣	7
情味	5
手重	-5
耍钱	-5
爽朗	5
无独有偶	-3
夕惕若厉	9
析律舞文	-7
犀照牛渚	7
嬉笑怒骂，皆成文章	5
洗垢求瑕	-5
隙穴之窥	7
下陵上替	-5
仙姿玉质	5
掀天斡地	7
闲情逸趣	5
涎言涎语	-7
嫌好道恶	-5
显亲扬名	5
相待如宾	5
向若而叹	5
枭蛇鬼怪	-5
宵鱼垂化	7
小黠大痴	-7
邪门歪道	-7
心不应口	-5
心如止水	5
心浮气粗	-7
心雄万夫	7
心寒胆战	-9
心满原足	9
心旷神飞	9
欣欣自得	7
兴妖作乱	-7
惺惺相惜	7
哭穷	-5
款曲	7
赖帐	-7
亏本	5
馈赠	7
披毛求疵	-1
披沥肝胆	5
片甲不回	-1
飘樊落溷	-3
贫嘴薄舌	-5
破柱求奸	7
剖心坼肝	3
曝骨履肠	-7
七贞九烈	7
欺君罔上	-5
其势汹汹	-5
骑鹤上扬州	-5
骑驴索句	5
乞穷俭相	-3
气血方刚	5
气急败丧	-7
气断声吞	-9
弃家荡产	-7
弃旧怜新	-7
千人所指	-9
千羊之皮，不如一狐之腋	5
千里莼羹	9
千金一壸	9
迁臣逐客	-7
迁善黜恶	7
谦尊而光	9
潜光匿曜	7
不中	-5
裁处	-7
残废	-7
藏掖	-5
搀扶	5
贻害	-7
义举	7
义勇军	7
益鸟	7
应点	5
御侮	7
渊海	7
元宵节	7
原子武器	-7
援手	5
怨望	-7
月下老人	7
云冈石窟	5
运气	7
杂霸	-9
在望	7
遭遇	-5
贼脏	-7
增援	7
举手之劳	7
探囊取物	7
枕席过师	7
鼎鱼幕燕	-7
凶多吉少	-9
和气致祥	5
祸福无门	-7
山高水低	-7
陷身囹圄	-7
外强中干	-7
捷报频传	9
一举成名	7
前事不忘，后事之师	7
直木先伐	-7
心到神知	7
奉头鼠窜	-7
世风日下	-7
自用则小	-7
避让贤路	7
门不停宾	7
入境问禁，入国问俗	5
扶危济困　	7
千呼万唤　	-5
守望相助　	7
备位充数　	-7
公门桃李　	5
竖子成名　	-7
英雄所见略同　	7
繁文缛节　	-5
列风淫雨	-7
月明千里	-5
深沟高垒	5
阳关大道	7
一衣带水	7
水色山光	7
月夕花朝	7
丹楹刻桷	7
一草一木	-5
敲金击石	7
剖腹藏珠	-9
团团转	-7
食少事烦	-7
民怨	-5
名流	7
名物	7
磨洋工	-5
木讷	-3
耐劳	5
重镇	7
诸位	5
烛照	7
主权	7
著作	7
转脸	-7
装腔	-8
追逼	-7
追述	7
追踪	6
准予	7
着力	7
蔼然仁者	5
爱富嫌贫	-5
爱日惜力	5
安分知足	5
安心落意	5
安身为乐	5
暗箭伤人	-5
昂昂自若	5
昂然自得	5
傲然屹立	5
鳌掷鲸吞	5
八珍玉食	5
巴巴结结	5
拔苗助长	-5
跋扈飞扬	-5
白首之心	5
百弊丛生	-5
百花齐放	5
摆袖却金	5
败俗伤风	-5
班香宋艳	5
半上落下	-5
帮虎吃食	-5
薄唇轻言	-5
保盈持泰	5
抱玉握珠	5
抱朴含真	5
豹死留皮	5
卑谄足恭	-5
杯影蛇弓	-5
背义忘恩	-5
背井离乡	5
本枝百世	5
比屋可封	5
志广才疏	-7
炙鸡渍酒	5
鸷鸟累百，不如一鹗	5
中原逐鹿	5
重气轻命	-7
种瓜得瓜，种豆得豆	5
诪张为幻	-7
朱脣玉面	5
朱轮华毂	7
诛尽杀绝	-7
珠围翠拥	7
珠联玉映	5
铢施两较	-7
猪朋狗友	-7
逐物不还	-5
逐新趣异	5
主一无適	7
煮粥焚须	7
杼柚之空	-5
祝咽祝哽	7
铸木镂冰	-5
抓破面皮	-5
专欲难成	-5
追风摄景	7
追懽卖笑	-7
谆谆不倦	5
卓然不群	7
捉衿露肘	-7
斫琱为朴	5
擢筋剥肤	-7
兹事体大	5
足不出户	-5
足食足兵	5
钻穴逾墙	-5
钻懒帮閒	-5
左支右吾	-5
左家娇女	5
佐饔得尝	5
作奸犯罪	-7
坐井窥天	-5
坐而待弊	-5
坐拥书城	7
座无虚席	7
凿饮耕食	5
爱人	5
按期	5
反面无情	-5
庸言庸行	-5
脏心烂肺	-7
和光同尘	5
谋财害命	-9
率兽食人	-9
叛逆	-5
故作高深	-5
闪烁其辞	-3
自卖自夸	-5
假相	-3
正人君子	9
言而无情	-9
骄傲	-5
炫耀	-9
放荡不羁	-9
前倨后恭	-9
一钱如命	-9
坐地分脏	-3
不稼不穑	-5
知难而退	7
不坚定	-5
日食万钱	-9
一掷百万	-9
蹇蹇匪躬	5
见风使帆	-5
见义敢为	5
见德思齐	5
建功立事	5
剑胆琴心	5
江山好改，本性难移	-5
江淹才尽	-5
浆水不交	5
降尊纡贵	5
浇淳散朴	-5
骄奢放逸	-5
焦思苦虑	-5
焦脣乾肺	-5
狡焉思肆	-5
衔石填海	5
洁己奉公	5
桀贪骜诈	-5
截趾適履	-5
解衣包火	-5
解黏去缚	5
斤斤较量	-5
金口玉音	5
金石可开	5
金城千里	5
金刚怒目	5
金碧荧煌	7
金辉玉洁	5
金璧辉煌	7
谨终慎始	5
锦篇绣帙	5
锦囊还矢	5
进退可度	3
进退迍邅	-5
进退无依	-5
进退路穷	-5
进旅退旅	5
进种善群	5
进贤进能	5
进锐退速	-5
惊才风逸	5
惊心眩目	-5
惊心骇目	-5
惊肉生髀	-5
惊喜交集	5
惊魂夺魄	-5
井井有序	5
井管拘墟	-5
京兆眉妩	5
敬贤下士	5
镜分鸾凤	-5
鸠佔鹊巢	-5
九阍虎豹	-5
酒虎诗龙	5
救火拯溺	5
救燎助薪	-5
居安资深	5
局天扣地	-5
乱麻麻	-5
马糊	-4
正义感	7
至毒	-9
志喜	9
鹰扬虎视	9
雍容雅步	9
褎如充耳	-7
蝶粉蜂黄	7
鬓乱钗横	-7
视丹如绿	-7
饥肠辘辘	-7
迷头认影	-7
龙吟虎啸	9
人去楼空	-7
悬肠挂肚	-7
黄粱美梦	7
思深忧远	-7
跋前踬后	-7
无可奈何	-7
不知轻重	-7
何乐不为	7
不平则鸣	7
急于求成	-7
引领而望	-7
泰然处之	9
中心摇摇	-7
只可意会，不可言传	7
魂不守舍	-7
新婚宴尔	9
得意洋洋	9
自我陶醉	7
竖起脊梁	9
揎拳捋袖	-9
怏怏不乐	-9
万箭攒心	-9
五内俱焚	-9
饱雨	7
保障	7
抱病	-7
暴举	-7
悲剧	-7
背债	-5
奔突	-5
崩塌	-5
比及	5
必然	9
辟邪	5
避讳	-7
鞭策	7
东捞西摸	-5
东闯西踱	-5
洞如观火	7
斗挹箕扬	-5
都俞吁咈	5
独出新裁	5
睹始知终	5
断长续短	5
断齑塊粥	7
钝口拙腮	-5
多能多艺	7
阿世取容	-3
恶衣粝食	5
翻手云覆手雨	-5
反风灭火	5
饭囊衣架	-5
方兴未已	7
放僻邪侈	-7
飞檐走壁	5
废私立公	5
分金掰两	-5
分丝析缕	5
奋武扬威	5
丰功茂德	7
风言醋语	-5
河蟹	-5
黑暗	-7
忽悠	-5
虎穴	-5
低回	5
敌忾	7
嫡派	5
抵御	3
地区霸权主义	-7
调侃	3
良家	5
劣马	-5
流寇主义	-5
西施	7
惜别	5
洗尘	3
仙逝	5
纤纤	3
贤契	3
显形	-5
现世	-5
润饰	1
撒酒疯	-5
散毒	-5
丧服	-7
臊气	-5
嫂嫂	5
沙场	-5
晒暖儿	1
善处	3
善于	3
伤口	-3
商议	3
赏脸	5
上第	5
上将	5
上校	3
袍泽	7
跑警报	-7
泡病号	-5
配合	6
偏向	-6
漂亮	6
飘洒	7
撇脱	7
贫骨头	-7
泼辣	-7
燎若观火	9
林下风范	9
麟子凤雏	9
灵心慧齿	7
凛若冰霜	-5
另楚寒巫	-3
流水不腐，户枢不蝼	3
流言飞语	-7
流风馀韵	5
流离播迁	5
柳泣花啼	-7
柳圣花神	7
柳绿桃红	5
六出奇计	7
六朝金粉	-9
龙心凤肝	7
龙江虎浪	-7
龙威虎震	7
龙飞虎跳	5
龙蛇混杂	-7
龙翔虎跃	5
龙精虎猛	7
龙翰凤翼	7
龙雕凤咀	7
龙攀凤附	9
龙跃虎踞	7
镂心鉥肝	3
镂金铺翠	3
戮力同心	9
鲁鱼帝虎	-1
陆离光怪	3
鹿驯豕暴	-7
路叟之忧	-5
露钞雪纂	5
鸾分凤离	-5
鸾飞凤翥	7
鸾凤分飞	3
乱作一团	-7
论长说短	-3
论德使能	1
驴脣马觜	-7
旅进旅退	-5
马上房子	-7
马足龙沙	7
马腹逃鞭	-3
买笑迎欢	-7
麦秀两岐	7
卖兒贴妇	-7
卖笑追欢	-7
谩天谩地	-5
满坐风生	7
慢藏诲盗	-5
忙不择价	-7
毛羽未丰	-5
冒名接脚	-7
没世不渝	9
没可奈何	-5
没精塌彩	-7
门墙桃李	3
梦魂颠倒	-7
迷花沾草	-7
迷离徜恍	-5
靡然向风	1
靡靡之声	-3
胡思乱量	-5
胡诌乱道	-5
鹘入鸦群	7
哗世取名	-7
化腐成奇	7
涣若冰消	7
黄人守日	7
黄雀衔环	7
晖光日新	7
回生起死	9
回邪入正	5
讳树数马	5
浑沦吞枣	-5
混然天成	7
活龙鲜健	5
火妻灰子	-9
豁然顿悟	7
饥不暇食	5
机杼一家	5
鸡骨支床	7
鹡鸰在原	5
吉网罗钳	-5
即鹿无虞	-5
济人利物	5
寄人檐下	-5
加膝坠渊	-5
颊上三毛	5
假誉驰声	-5
坚苦卓绝	7
拣精拣肥	-7
君子国	7
开眼	5
娇客	7
教唆犯	-7
金箍棒	7
金字招牌	9
远虑深谋	5
月露之体	-3
云中仙鹤	5
云窗月帐	5
允执其中	5
赃私狼藉	-5
早朝晏罢	3
造恶不悛	-5
贼臣逆子	-5
札手舞脚	-5
沾泥带水	-3
斩关夺隘	5
招花惹草	-5
昭聋发聩	5
朝歌夜弦	-5
真知卓见	5
枕善而居	5
正视绳行	5
枝叶扶苏	5
直内方外	5
指手划脚	-5
指雁为羹	-5
伪军	-7
委宛	5
文化买办	-5
污毒	-5
无方	-5
投间抵隙	-7
徒托空言	-5
途穷日暮	-9
土偶蒙金	-7
吐故纳新	7
团头聚面	7
推亡固存	7
推乾就湿	9
推聋妆哑	-7
退食从容	7
吞炭漆身	9
屯毛不辨	-7
讬凤攀龙	-7
脱天漏网	7
唾壶敲缺	-7
瓦釜雷鸣	-9
歪心邪意	-7
外感内伤	-7
弯腰捧腹	9
完璧归赵	7
玩岁愒时	-7
亡不旋跬	-7
亡国之音	-7
亡可奈何	-7
枉己正人	-7
枉费工夫	-7
妄谈祸福	-7
忘餐废寝	7
望风而遁	-7
望峰息心	-7
望尘拜伏	-7
危言逆耳	7
威风八面	9
煨乾就湿	7
为鬼为蜮	-9
为德不终	-7
为渊驱鱼，为丛驱雀	-9
违世绝俗	7
违强陵弱	-7
帷箔不修	-9
惟日不足	-9
嵬目鸿耳	9
未可同日而语	9
未竟之志	-9
偎乾就湿	9
温生绝裾	9
温情蜜意	9
文身翦发	-7
文星高照	9
文章巨公	9
文深网密	9
文韬武略	5
闻所不闻	9
闻风远遁	-9
问安视寝	7
问诸水滨	-7
瓮声甕气	-7
握拳透爪	-9
污手垢面	-5
乌飞兔走	-7
屋下作屋	-7
无了根蒂	-7
无孔不钻	-7
无可比伦	9
无乎不可	9
无地自处	-9
无名之璞	7
无如奈何	-7
无拘无缚	7
无往不胜	9
无所用之	-7
无所施其技	-7
无毒不丈夫	-7
无计可奈	-7
无倚无靠	-7
无能为役	-7
无胫而至	7
无为而成	7
铁人	7
停学	-5
通奸	-5
统帅	5
偷嘴	-7
头羊	7
图腾崇拜	9
土石方	-7
推托	7
颓废主义	-7
活罪	-5
面面相睹	-4
面誉背非	-5
民安物阜	9
民膏民脂	9
名公钜卿	6
明月入怀	6
明堂正道	6
铭肤镂骨	5
磨而不磷，涅而不缁	6
目光如鼠	-5
目动言肆	-5
目击道存	5
沐日浴月	6
拿班做势	-6
囊锥露颖	6
能言快语	5
泥猪癞狗	-5
拈酸吃醋	-5
鸟骇鼠窜	-8
啮血沁骨	8
浓桃艳李	5
女中尧舜	5
攀炎附热	-6
旁摇阴煽	-6
十世单传	5
十米九糠	-5
十发十中	5
识才尊贤	5
识微见几	5
拾陈蹈故	-5
食不重肉	5
食饥息劳	5
使乖弄巧	-5
屎屁直流	-5
事与原违	-5
饰非养过	-5
视民如子	5
视同拱璧	5
视远步高	-5
室徒四壁	-5
誓死不渝	5
適性任情	5
手不应心	-5
手脚乾净	5
首善之地	5
书生之见	-5
输心服意	5
鼠入牛角	-5
鼠屎汙羹	-5
鼠臂虮肝	-5
数典忘祖	-5
束手无计	-5
束手听命	-5
树同拔异	-5
鉥心刿肾	5
霜露之悲	-5
水月观音	5
水明山秀	5
顺口开河	-5
顺风行船	5
说白道黑	-5
司马青衫	-5
死有余责	-5
死别生离	-5
死样活气	-5
四海皆兄弟	5
带孝	5
捣毁	-5
便当	5
变脸	-5
变心	-3
辩护	5
表演艺术	7
缤纷	5
殡仪馆	-5
兵变	-5
饼干	5
病床	-5
病害	-5
病象	-5
波荡	-5
伯祖	5
博览会	7
补考	-7
不啻	-7
不够	-5
不可	-5
不敏	-5
不如	5
不外	-5
不消	-7
向学	5
小抄儿	-3
啸傲	5
韶华	5
舍弃	-5
申谢	3
身世	-3
深意	1
神武	7
哂纳	5
升学	3
生趣	3
胜迹	5
失掉	-5
失口	-3
失窃	-5
失手	-5
俊杰	9
开展	7
骄蹇	-7
绞杀战	-7
剿除	5
阶级斗争	7
借故	-5
金銮殿	7
闹别扭	-5
能事	5
拥抱	7
优渥	3
悠谬	-9
友人	7
窳惰	-5
肠阻塞	-5
唱对台戏	-5
超级大国	5
朝奉	5
沉吟	-5
诚意	7
吃不来	-5
吃得住	5
痴想	-5
笔大如椽	5
碧鬟红袖	5
辩口利舌	5
标新领异	5
别开一格	5
冰寒于水	5
兵强则灭	5
并容徧覆	5
播穅眯目	-5
博闻强志	5
不直一文	-5
不知疼痒	-5
不食烟火	5
不爽累黍	5
不落边际	-5
不经之语	-5
不择生冷	-5
